iter	RMSE
2925	0.1041927158
2926	0.1041842624
2927	0.1041739128
2928	0.1041668202
2929	0.1041621
2930	0.1041480416
2931	0.1041470611
2932	0.1041347216
2933	0.1041310046
2934	0.1041199107
2935	0.104111058
2936	0.1041068575
2937	0.1041000006
2938	0.1040830251
2939	0.1040746702
2940	0.1040693329
2941	0.1040623752
2942	0.1040402655
2943	0.1040109396
2944	0.10400252
2945	0.1039873877
2946	0.1039739922
2947	0.1039694712
2948	0.1039637863
2949	0.1039554558
2950	0.103949337
2951	0.1039423952
2952	0.1039331634
2953	0.1039304281
2954	0.1039282171
2955	0.1039197041
2956	0.103917476
2957	0.1038953439
2958	0.1038901439
2959	0.1038820321
2960	0.1038717109
2961	0.1038570025
2962	0.1038481067
2963	0.1038424412
2964	0.1038335621
2965	0.1038284779
2966	0.1038157266
2967	0.1038135164
2968	0.1037922117
2969	0.1037864284
2970	0.1037699413
2971	0.1037574685
2972	0.1037434483
2973	0.1037363354
2974	0.1037219489
2975	0.1036976593
2976	0.1036865064
2977	0.1036706571
2978	0.1036451977
2979	0.1036315902
2980	0.1036236873
2981	0.1036153052
2982	0.1036125517
2983	0.1036021375
2984	0.1035955226
2985	0.1035876799
2986	0.103580745
2987	0.103575136
2988	0.1035661455
2989	0.103546864
2990	0.1035398985
2991	0.1035057143
2992	0.1034952114
2993	0.1034891531
2994	0.1034799337
2995	0.1034718893
2996	0.1034679815
2997	0.1034493898
2998	0.1034254039
2999	0.1034141595
